fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,color,fixed_acidity^2,fixed_acidity volatile_acidity,fixed_acidity citric_acid,fixed_acidity residual_sugar,fixed_acidity chlorides,fixed_acidity free_sulfur_dioxide,fixed_acidity total_sulfur_dioxide,fixed_acidity density,fixed_acidity pH,fixed_acidity sulphates,fixed_acidity alcohol,fixed_acidity quality,volatile_acidity^2
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,red,51.84,4.752,0.216,16.56,0.5616,115.2,619.2,7.181496,25.416,4.104,69.84,36,0.4356
7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5,white,50.41,2.414,1.42,43.31,0.4473,333.7,1164.4,7.06166,22.507,2.982,71,35.5,0.1156
7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6,white,57.76,1.672,2.128,91.2,0.4256,516.8,1086.8,7.58708,22.724,2.28,69.92,45.6,0.0484
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,6,red,27.04,3.354,0,11.18,0.416,78,145.6,5.171088,19.656,3.172,65,31.2,0.416025
6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5,white,38.44,1.736,3.162,48.98,0.3472,303.8,1277.2,6.17272,19.716,3.224,58.28,31,0.0784
7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6,white,51.84,2.448,3.168,30.24,0.3384,367.2,1036.8,7.1352,21.672,5.472,88.56,43.2,0.1156
7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,6,white,51.84,1.944,2.232,8.64,0.2232,194.4,576,7.120224,21.816,2.376,91.44,43.2,0.0729
6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,4,white,36,2.1,2.76,5.4,0.198,54,390,5.93604,19.44,2.1,72.6,24,0.1225
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,white,36,1.68,1.5,10.8,0.252,48,648,5.9574,18.48,3.3,54,30,0.0784
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4,white,39.69,1.701,3.213,47.88,0.3087,220.5,1260,6.271524,19.908,3.402,59.22,25.2,0.0729
7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,white,49,1.33,2.31,44.1,0.224,294,889,6.94274,23.17,2.66,85.4,42,0.0361
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,white,68.89,1.328,3.071,65.57,0.2075,315.4,888.1,8.242398,24.319,3.071,98.77,49.8,0.0256
7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,7,white,60.84,2.028,2.418,28.08,0.195,171.6,780,7.727148,23.322,3.666,94.38,54.6,0.0676
7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4,5,white,50.41,2.698,2.84,15.62,0.2982,383.4,1427.1,7.041567,21.513,3.55,80.94,35.5,0.1444
7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7,white,57.76,3.648,2.508,53.2,0.1824,106.4,988,7.53768,24.7,3.42,95,53.2,0.2304
6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,6,white,40.96,1.344,1.92,35.84,0.2816,275.2,1024,6.36736,23.04,2.624,67.84,38.4,0.0441
10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5,red,114.49,4.601,4.173,23.54,1.1342,85.6,342.4,10.68502,30.923,5.35,102.72,53.5,0.1849
7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5,6,white,56.25,2.475,2.4,83.25,0.27,187.5,892.5,7.4715,23.625,2.55,78.75,45,0.1089
7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,6,white,60.84,1.56,2.184,79.56,0.4212,608.4,1450.8,7.7766,24.492,3.588,78,46.8,0.04
7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5,red,62.41,2.765,1.659,15.01,0.5767,363.4,805.8,7.87156,25.833,4.582,75.05,39.5,0.1225
6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8,white,46.24,3.128,1.768,18.36,0.2856,190.4,564.4,6.739752,22.984,3.468,81.6,54.4,0.2116
10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,6,red,116.64,3.456,4.752,17.28,0.6804,172.8,399.6,10.7838,34.776,8.424,108,64.8,0.1024
6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,7,white,44.89,1.407,2.412,57.285,0.134,134,576.2,6.642782,21.373,1.474,89.78,46.9,0.0441
8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6,red,64,4.96,2.64,21.6,0.704,128,296,7.9776,26.48,4.64,85.6,48,0.3844
6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,6,white,43.56,1.848,0.594,71.94,0.3366,244.2,864.6,6.571356,19.338,4.092,62.7,39.6,0.0784
6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8,white,46.24,2.38,2.176,16.32,0.3264,238,700.4,6.73948,22.304,3.128,81.6,54.4,0.1225
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,5,red,49,3.92,0.91,11.2,0.539,175,294,6.97403,23.38,4.13,64.4,35,0.3136
7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9,5,white,51.84,3.672,1.728,72,0.6696,252,1418.4,7.18632,24.552,3.384,64.8,36,0.2601
7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6,white,57.76,2.128,2.964,14.44,0.3952,174.8,881.6,7.55516,24.7,3.04,79.04,45.6,0.0784
6.3,0.24,0.37,1.8,0.031,6,61,0.9897,3.3,0.34,12.2,4,white,39.69,1.512,2.331,11.34,0.1953,37.8,384.3,6.23511,20.79,2.142,76.86,25.2,0.0576
7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,6,red,57.76,3.876,1.14,21.28,0.836,250.8,554.8,7.5658,24.092,4.788,77.52,45.6,0.2601
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5,white,44.89,1.206,2.01,42.88,0.3216,268,1681.7,6.67052,22.043,3.484,67,33.5,0.0324
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5,red,46.24,3.264,1.7,13.6,0.5168,197.2,414.8,6.76804,22.712,4.08,70.72,34,0.2304
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7,red,51.84,1.8,2.664,18,0.4536,79.2,295.2,7.159608,25.344,5.76,89.28,50.4,0.0625
7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,4,red,53.29,4.015,0.219,11.68,0.5256,124.1,306.6,7.26788,24.601,3.504,65.7,29.2,0.3025
11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,5,red,132.25,4.715,5.98,34.5,0.92,333.5,632.5,11.50115,37.49,10.12,126.5,57.5,0.1681
5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6,white,34.81,1.416,0.708,8.26,0.2065,354,1457.3,5.862122,19.706,2.596,56.64,35.4,0.0576
8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,7,white,77.44,2.904,3.872,55.88,0.2112,79.2,765.6,8.72696,26.048,3.52,110.88,61.6,0.1089
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6,white,43.56,2.508,0.99,30.36,0.2904,165,514.8,6.55446,20.526,2.508,67.32,39.6,0.1444
10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,8,red,100,2.6,5.4,19,0.83,420,740,9.9451,29.8,6.3,118,80,0.0676
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6,red,54.76,2.738,3.182,19.24,0.6068,133.2,606.8,7.378392,24.642,5.032,71.78,44.4,0.1369
8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5,white,67.24,1.886,3.034,10.66,0.3444,319.8,959.4,8.14096,24.518,2.952,82,41,0.0529
7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,5,white,51.84,1.944,2.664,38.88,0.1872,194.4,820.8,7.140528,22.536,6.048,91.44,36,0.0729
8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,5,red,65.61,5.346,5.67,17.82,0.7938,202.5,1044.9,8.07732,24.948,4.293,72.9,40.5,0.4356
7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,7,white,50.41,2.414,3.479,10.65,0.1917,184.6,894.6,7.029,23.43,2.343,86.62,49.7,0.1156
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,white,40.96,1.792,2.816,45.44,0.3072,313.6,1145.6,6.369792,20.16,3.072,58.88,32,0.0784
6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,5,white,47.61,2.07,1.449,49.68,0.3105,372.6,1311,6.872055,22.218,3.312,64.86,34.5,0.09
7.7,0.15,0.29,1.3,0.029,10,64,0.9932,3.35,0.39,10.1,5,white,59.29,1.155,2.233,10.01,0.2233,77,492.8,7.64764,25.795,3.003,77.77,38.5,0.0225
6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,red,47.61,3.726,0.276,20.7,0.5313,48.3,186.3,6.89103,25.461,6.279,64.86,41.4,0.2916
6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7,white,36,1.74,1.62,13.8,0.264,120,702,5.937,19.86,2.46,76.2,42,0.0841
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,5,red,100,6.9,1.1,14,0.84,80,240,9.9578,28.8,4.7,97,50,0.4761
9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5,red,90.25,3.515,4.94,19,0.779,57,247,9.481,30.21,4.845,90.25,47.5,0.1369
6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,7,white,46.24,2.176,2.04,22.44,0.1972,102,544,6.736148,22.644,4.284,85.68,47.6,0.1024
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,white,53.29,1.314,2.117,8.76,0.3212,87.6,1043.9,7.24014,23.36,3.504,82.49,51.1,0.0324
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,5,red,44.89,4.69,0.536,25.125,0.4489,53.6,107.2,6.655378,22.981,3.484,84.42,33.5,0.49
6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,4,white,40.96,2.24,2.24,35.84,0.2176,57.6,947.2,6.364224,20.288,3.2,62.72,25.6,0.1225
6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6,white,46.24,1.088,1.224,12.24,0.3128,210.8,775.2,6.747368,22.236,3.74,73.44,40.8,0.0256
6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,6,white,44.89,1.742,1.943,47.57,0.2412,187.6,670,6.668778,20.636,2.412,62.31,40.2,0.0676
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,white,33.64,1.624,1.74,22.62,0.1508,208.8,609,5.739854,18.908,3.364,73.95,34.8,0.0784
5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,6,white,34.81,1.416,2.006,11.8,0.2183,236,637.2,5.837932,18.821,2.95,72.57,35.4,0.0576
7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,white,51.84,0.576,3.528,9.36,0.36,129.6,1065.6,7.1604,24.912,3.168,73.44,43.2,0.0064
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,white,65.61,1.62,2.268,7.29,0.1863,396.9,704.7,8.024022,23.652,2.916,89.91,48.6,0.04
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,white,59.29,3.003,2.156,37.73,0.2695,277.2,839.3,7.63686,24.563,4.466,93.94,53.9,0.1521
5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5,white,25,3.05,0.6,6.5,0.045,325,500,4.937,16.3,1.85,67.5,25,0.3721
7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8,white,53.29,2.847,2.701,8.03,0.3139,262.8,824.9,7.2343,24.747,3.504,92.71,58.4,0.1521
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,red,96.04,6.468,3.822,31.36,0.8134,205.8,578.2,9.78922,33.026,6.958,112.7,68.6,0.4356
10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,6,white,100,2.3,2.7,141,0.33,450,1660,9.988,27.2,4.3,97,60,0.0529
6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6,white,43.56,2.574,1.848,60.72,0.2376,66,607.2,6.547596,20.262,2.31,79.86,39.6,0.1521
10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10,4,white,100,9.1,4.2,16,0.56,340,1810,9.968,31.1,4.6,100,40,0.8281
6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7,white,37.21,2.318,2.562,30.5,0.0976,189.1,689.3,6.039427,19.215,1.891,75.64,42.7,0.1444
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white,54.76,1.184,2.22,101.38,0.4144,244.2,1243.2,7.38705,21.46,3.256,64.38,51.8,0.0256
6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4,5,white,36,1.56,2.04,7.8,0.276,36,174,5.9544,19.74,3.78,62.4,30,0.0676
8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,5,white,79.21,2.937,2.848,13.35,0.4183,97.9,1780,8.85906,28.391,4.094,83.66,44.5,0.1089
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5,red,75.69,6.786,4.437,14.79,3.6105,104.4,574.2,8.667201,26.1,10.179,80.04,43.5,0.6084
7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5,6,white,62.41,2.607,2.054,9.48,0.3476,181.7,813.7,7.84628,25.201,4.266,82.95,47.4,0.1089
6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,5,white,43.56,2.442,1.584,13.2,0.4224,151.8,792,6.56436,21.912,3.564,62.04,33,0.1369
6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6,white,46.24,2.108,1.7,71.4,0.2924,204,1122,6.78096,22.848,3.74,71.74,40.8,0.0961
5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6,white,31.36,1.848,1.568,6.72,0.1736,184.8,543.2,5.551056,19.544,3.248,61.04,33.6,0.1089
6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,4,white,39.69,1.764,1.386,59.85,0.252,189,699.3,6.258294,19.215,1.953,68.04,25.2,0.0784
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,red,67.24,2.87,2.706,19.68,0.6232,90.2,385.4,8.167118,26.814,6.642,90.2,49.2,0.1225
8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,red,75.69,6.6555,1.914,20.01,0.5568,78.3,365.4,8.66781,26.97,4.785,81.78,43.5,0.585225
6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,7,white,42.25,2.405,2.145,25.35,0.1755,260,845,6.4389,21.32,2.535,82.55,45.5,0.1369
5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6,white,31.36,1.4,1.456,20.16,0.2072,100.8,644,5.54624,19.152,2.8,70.56,33.6,0.0625
8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3,7,white,65.61,3.24,2.592,63.99,0.2511,186.3,955.8,8.033256,24.705,3.726,107.73,56.7,0.16
8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,white,72.25,1.275,4.165,12.75,0.2635,144.5,1037,8.4422,25.755,3.4,87.55,51,0.0225
5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333,5,white,27.04,1.144,2.392,32.24,0.3432,213.2,972.4,5.166824,16.588,2.184,50.61333333,26,0.0484
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,white,54.76,1.406,3.626,68.82,0.222,192.4,976.8,7.3556,22.126,2.368,81.4,51.8,0.0361
6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,5,red,39.69,2.457,0.504,10.71,0.4158,18.9,126,6.27102,21.042,3.654,59.22,31.5,0.1521
5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,white,29.16,0.999,1.026,38.34,0.2592,194.4,594,5.369652,17.604,2.214,51.3,32.4,0.034225
7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5,5,white,53.29,1.095,2.92,14.6,0.365,175.2,671.6,7.25036,22.922,3.285,76.65,36.5,0.0225
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,white,43.56,4.224,1.848,29.04,0.2112,125.4,514.8,6.536376,20.526,4.092,85.14,39.6,0.4096
5,0.31,0,6.4,0.046,43,166,0.994,3.3,0.63,9.9,6,white,25,1.55,0,32,0.23,215,830,4.97,16.5,3.15,49.5,30,0.0961
6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,white,43.56,1.65,2.31,92.4,0.4554,277.2,1075.8,6.5934,23.496,3.102,64.68,33,0.0625
7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,5,red,49,4.34,0.7,9.8,0.497,189,441,6.972,22.96,4.27,64.4,35,0.3844
7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5,white,54.76,2.59,2.294,132.83,0.4588,310.8,1383.8,7.40148,24.198,4.736,67.34,37,0.1225
6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,5,white,38.44,1.984,1.488,25.42,0.3162,210.8,923.8,6.156972,20.832,3.224,68.2,31,0.1024
6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,5,red,47.61,3.45,0.276,10.35,0.5865,131.1,338.1,6.87102,23.115,5.382,65.55,34.5,0.25
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8,red,54.76,2.664,2.22,13.32,0.5476,125.8,177.6,7.357006,23.976,5.18,84.36,59.2,0.1296
6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5,white,40.96,1.536,1.856,72.96,0.3264,204.8,1062.4,6.37952,21.184,2.88,60.8,32,0.0576
6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6,white,44.89,1.139,3.35,14.07,0.2881,180.9,817.4,6.64841,21.105,3.015,69.01,40.2,0.0289
8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6,white,68.89,2.324,3.735,64.74,0.4897,265.6,1153.7,8.27676,27.639,6.391,92.96,49.8,0.0784
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,white,50.41,2.272,1.704,93.01,0.355,369.2,1448.4,7.0858,22.01,3.479,62.48,35.5,0.1024
6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6,white,40.96,1.408,2.176,8.96,0.1472,358.4,736,6.333312,20.352,4.48,74.88,38.4,0.0484
6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6,white,36,2.22,1.92,6,0.318,186,1311,5.9544,19.74,4.32,58.8,36,0.1369
7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,6,white,57.76,1.52,2.736,14.44,0.3268,182.4,843.6,7.542012,25.004,4.104,85.88,45.6,0.04
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,white,64,2,2.16,77.6,0.288,120,680,7.95248,23.92,2.88,89.6,48,0.0625
9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5,white,92.16,2.016,2.688,11.52,0.3648,115.2,508.8,9.52896,26.88,4.416,101.76,48,0.0441
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,white,40.96,0.96,2.304,11.52,0.2176,275.2,960,6.35008,21.888,4.416,70.4,51.2,0.0225
6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,8,white,47.61,2.484,2.415,59.34,0.2622,255.3,862.5,6.84204,20.7,2.208,85.56,55.2,0.1296
12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6,red,148.84,4.148,6.1,29.28,0.8052,122,256.2,12.2,38.064,14.396,112.24,73.2,0.1156
8.3,0.27,0.45,1.3,0.048,8,72,0.9944,3.08,0.61,10.3,4,white,68.89,2.241,3.735,10.79,0.3984,66.4,597.6,8.25352,25.564,5.063,85.49,33.2,0.0729
7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,6,white,59.29,2.079,3.773,29.26,0.2849,354.2,1070.3,7.631932,23.408,2.926,89.32,46.2,0.0729
6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5,white,46.24,1.496,2.448,8.16,0.3536,258.4,863.6,6.75444,20.672,3.672,62.56,34,0.0484
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,red,240.25,9.9975,7.595,65.1,1.4725,155,356.5,15.548825,45.26,11.47,172.05,77.5,0.416025
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,red,108.16,2.704,4.992,19.76,0.6864,62.4,104,10.371296,34.632,9.048,113.36,62.4,0.0676
6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,6,red,43.56,3.3,0.066,9.9,0.396,112.2,171.6,6.56832,22.44,3.828,64.68,39.6,0.25
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,white,46.24,0.952,1.224,9.52,0.3196,204,612,6.743152,22.236,3.672,76.16,40.8,0.0196
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5,red,56.25,3,1.35,12,0.5925,180,435,7.47375,25.05,4.35,70.5,37.5,0.16
6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,5,white,39.69,1.134,1.386,35.28,0.2961,283.5,926.1,6.261129,19.467,3.402,63,31.5,0.0324
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,white,38.44,2.294,1.488,37.82,0.1984,117.8,533.2,6.133908,18.848,1.612,83.08,49.6,0.1369
7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7,white,56.25,2.85,2.175,36.75,0.1575,285,847.5,7.42695,23.1,3.6,97.5,52.5,0.1444
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6,red,158.76,5.166,6.804,35.28,1.2978,239.4,516.6,12.592314,40.446,9.576,142.38,75.6,0.1681
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,white,34.81,1.18,1.357,8.85,0.2183,224.2,548.7,5.842239,19.824,2.891,70.8,35.4,0.04
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6,white,25,1.75,1.25,39,0.155,120,580,4.96205,16.95,2,56.5,30,0.1225
6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,5,red,47.61,4.002,0.069,13.11,0.552,276,372.6,6.878127,23.46,5.037,66.93,34.5,0.3364
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,white,38.44,1.364,1.86,76.88,0.3348,669.6,942.4,6.183136,19.22,2.914,58.9,37.2,0.0484
6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6,white,36,2.04,1.74,36.6,0.276,174,804,5.96772,20.88,3.42,64.2,36,0.1156
7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,6,white,49,1.68,1.75,11.9,0.294,336,1323,6.944,22.75,2.94,79.8,42,0.0576
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,white,53.29,1.46,2.847,16.79,0.3504,175.2,635.1,7.230212,21.462,2.555,87.6,43.8,0.04
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,red,60.84,4.68,2.028,15.6,0.624,241.8,1021.8,7.770516,25.038,4.056,77.22,39,0.36
5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6,white,34.81,1.888,2.301,19.47,0.6726,141.6,826,5.86106,18.231,2.655,54.28,35.4,0.1024
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,red,108.16,4.264,5.72,33.28,0.7904,228.8,561.6,10.39584,32.76,9.256,102.96,62.4,0.1681
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6,white,38.44,1.86,1.302,6.82,0.1984,192.2,688.2,6.13118,18.414,2.604,75.64,37.2,0.09
7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9,5,white,51.84,2.232,1.872,52.56,0.36,266.4,1130.4,7.173,22.248,3.096,64.8,36,0.0961
7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7,white,56.25,2.2875,2.85,10.5,0.3525,225,712.5,7.43685,24.15,3.9,86.25,52.5,0.093025
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7,white,43.56,1.188,2.31,9.9,0.3234,323.4,930.6,6.55644,22.638,5.61,67.32,46.2,0.0324
6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6,white,43.56,1.584,1.848,44.22,0.2112,171.6,600.6,6.545352,20.658,2.112,81.18,39.6,0.0576
6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,8,white,44.89,2.211,2.412,44.22,0.2814,227.8,777.2,6.641241,19.899,2.077,81.74,53.6,0.1089
6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,6,white,39.69,1.638,1.323,25.2,0.189,151.2,787.5,6.24645,19.278,2.142,67.41,37.8,0.0676
6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12,7,white,42.25,2.08,2.21,37.05,0.286,175.5,591.5,6.44696,21.32,3.9,78,45.5,0.1024
6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,6,white,37.21,0.976,1.464,8.54,0.2806,103.7,469.7,6.058459,22.326,3.477,62.83,36.6,0.0256
8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6,white,65.61,2.106,2.187,34.83,0.243,348.3,996.3,8.036172,25.596,2.673,90.72,48.6,0.0676
